mdate,inflacion,desempleo,M2,month,yr,M2_growth,i_hat,i_stdv2,M2_growth_hat2,desempleo_hat2,i_TEST,AR4_lag1,inf_out1,forecast_error1,AR4_lag2,inf_out2,forecast_error2,DM_AR4_lag1,DM_AR4_lag2,delta_L,i_stdv3,i_Up_95ci2,i_Dw_95ci2,i_Up_90ci2,i_Dw_90ci2,i_stdv,i_Up_95ci,i_Dw_95ci,i_Up_90ci,i_Dw_90ci,date1,DM_1,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,i_hat_modelo2,DM_2,DM_dif
1995m1,8.5,7.514260995,9277.90235914882,1,1995,,4.3870816,7.6425133,7.4874721,7.4572492,4.5430346,,,,,,,,,,.2856431,5.4346151,3.3395481,5.2849674,3.4891958,7.6425133,9.8055201,-1.0313572,9.0314579,-.25729448,1995m2,16.916098,0,0,0,0,0,0,0,0,0,0,0,,,
1995m2,8.699999999999999,7.253083102,9379.39511536423,2,1995,,8.4436903,.24605145,7.4718895,7.5992827,4.4288797,,,,,,,,,,.2856431,9.4912243,7.3961568,9.3415766,7.5458045,.24605145,9.4159203,7.4714603,9.27703,7.6103501,1995m3,.06569466,1,0,0,0,0,0,0,0,0,0,0,,,
1995m3,8.199999999999999,7.347908283,9599.293158178691,3,1995,,8.6949682,.20463619,7.4382024,7.3835449,4.8115773,,,,,,,,,,.2856431,9.7425022,7.6474347,9.5928545,7.7970824,.20463619,9.5816078,7.8083282,9.4549456,7.9349914,1995m4,.24499354,0,1,0,0,0,0,0,0,0,0,0,,,
1995m4,8.300000000000001,7.09237466,9648.812720585531,4,1995,,7.9158773,.202445,7.484971,7.2988725,4.8630018,,,,,,,,,,.2856431,8.9634113,6.8683438,8.8137636,7.0179915,.202445,8.7977571,7.0339971,8.6717749,7.1599798,1995m5,.14755021,0,0,1,0,0,0,0,0,0,0,0,,,
1995m5,7.4,7.480422218,9675.9172383474,5,1995,,8.2006626,.19588684,7.5331664,7.3423357,5.5684566,,,,,,,,,,.2856431,9.2481966,7.1531291,9.0985489,7.3027768,.19588684,9.068141,7.3331842,8.9442158,7.4571095,1995m6,.64106059,0,0,0,1,0,0,0,0,0,0,0,,,
1995m6,7.6,7.729648923,9955.044574830299,6,1995,,6.942668,.19588684,7.4797416,7.6910553,5.3737535,,,,,,,,,,.2856431,7.9902015,5.8951344,7.8405538,6.0447822,.19588684,7.8101463,6.0751896,7.6862211,6.1991148,1995m7,.43208539,0,0,0,0,1,0,0,0,0,0,0,,,
1995m7,7.9,7.946490708,9911.91527353166,7,1995,,7.5772491,.19588684,7.5467443,8.0232182,5.2177849,,,,,,,,,,.2856431,8.6247826,6.5297155,8.4751348,6.6793633,.19588684,8.4447279,6.7097707,8.3208017,6.8336959,1995m8,.10416818,0,0,0,0,0,1,0,0,0,0,0,,,
1995m8,8.5,7.857533419,9947.621973766871,8,1995,,7.7555242,.19588684,7.5598555,8.0374575,4.7957783,,,,,,,,,,.2856431,8.8030577,6.7079906,8.65341,6.8576384,.19588684,8.623003,6.8880458,8.4990768,7.011971,1995m9,.55424428,0,0,0,0,0,0,1,0,0,0,0,,,
1995m9,8.6,7.599626572,10133.7358584126,9,1995,,8.6264133,.19588684,7.5480213,7.7132835,4.7217083,,,,,,,,,,.2856431,9.6739473,7.5788798,9.5242996,7.7285275,.19588684,9.4938917,7.758935,9.3699665,7.8828602,1995m10,.0006976648,0,0,0,0,0,0,0,1,0,0,0,,,
1995m10,8.800000000000001,7.257975898,10195.9483688301,10,1995,,8.5883551,.19588684,7.5828528,7.2070313,4.6093264,,,,,,,,,,.2856431,9.6358891,7.5408216,9.4862413,7.6904693,.19588684,9.4558334,7.7208767,9.3319082,7.8448019,1995m11,.04479358,0,0,0,0,0,0,0,0,1,0,0,,,
1995m11,8.199999999999999,6.814296772,10161.2848098359,11,1995,,8.868784,.19588684,7.6321898,6.7970915,5.1184616,,,,,,,,,,.2856431,9.9163179,7.8212504,9.7666702,7.9708982,.19588684,9.7362623,8.0013056,9.6123371,8.1252308,1995m12,.44727197,0,0,0,0,0,0,0,0,0,1,0,,,
1995m12,8.199999999999999,6.569258715,10516.7199319946,12,1995,,7.9014544,.19588684,7.590044,6.4489174,5.0455465,,,,,,,,,,.2856431,8.948988,6.8539209,8.7993402,7.0035686,.19588684,8.7689333,7.0339761,8.6450071,7.1579013,1996m1,.089129448,0,0,0,0,0,0,0,0,0,0,1,,,
1996m1,7.8,6.967955659,10859.3428869046,1,1996,17.045238,8.0363703,.19588684,7.4874721,6.7675414,5.1387181,,,,,,,,,,.2856431,9.0839043,6.9888368,8.9342566,7.1384845,.19588684,8.9038486,7.1688919,8.7799234,7.2928171,1996m2,.055870909,0,0,0,0,0,0,0,0,0,0,0,,,
1996m2,7.8,6.956118455,11031.9847461786,2,1996,17.619362,7.4758635,.19588684,16.776001,7.2924151,16.732058,,,,,,,,,,.2856431,8.5233974,6.4283299,8.3737497,6.5779777,.19588684,8.3433418,6.6083851,8.2194166,6.7323103,1996m3,.1050645,1,0,0,0,0,0,0,0,0,0,0,,,
1996m3,7.9,6.575081009,11044.3159518883,3,1996,15.05343,7.695241,.19588684,17.397461,7.2637663,17.386108,,,,,,,,,,.2856431,8.742775,6.6477075,8.5931273,6.7973552,.19588684,8.5627193,6.8277626,8.4387941,6.9516878,1996m4,.041926257,0,1,0,0,0,0,0,0,0,0,0,8.159296,.067234434,.025308177
1996m4,8.4,6.084384686,11184.0097480462,4,1996,15.910735,7.7471724,.19588684,14.21398,6.1689038,13.811183,,,,,,,,,,.23005851,8.6872749,6.8070698,8.5529747,6.94137,.19588684,8.6146507,6.879694,8.4907255,7.0036192,1996m5,.42618394,0,0,1,0,0,0,0,0,0,0,0,7.8253241,.33025244,-.0959315
1996m5,8.6,6.260596204,11235.1201034661,5,1996,16.114264,8.4289646,.19588684,15.918162,6.0259843,15.796812,,,,,,,,,,.18473287,9.2713833,7.5865455,9.1510382,7.7068911,.19588684,9.296443,7.5614862,9.1725178,7.6854115,1996m6,.029253103,0,0,0,1,0,0,0,0,0,0,0,8.5601082,.0015913569,-.027661746
1996m6,8.300000000000001,6.579657426,11416.4284497754,6,1996,14.679832,8.6231699,.19588684,15.611876,6.4812717,15.712467,,,,,,,,,,.18233263,9.4600983,7.7862415,9.3405371,7.9058027,.19588684,9.4906483,7.7556915,9.3667231,7.8796167,1996m7,.10443878,0,0,0,0,1,0,0,0,0,0,0,8.6522503,.12408026,.019641481
1996m7,7.7,7.050522785,11578.643568478,7,1996,16.815401,8.1958666,.19588684,14.19452,6.961133,14.438858,,,,,,,,,,.16241141,8.9857521,7.4059806,8.8729115,7.5188217,.19588684,9.063345,7.3283882,8.9394197,7.4523134,1996m8,.24588367,0,0,0,0,0,1,0,0,0,0,0,7.9374132,.056365035,-.18951863
1996m8,6.4,7.033183564,11695.1160350363,8,1996,17.566954,7.4182773,.19588684,17.038372,7.3873138,17.85223,,,,,,,,,,.16241141,8.2081633,6.6283913,8.0953226,6.7412324,.19588684,8.2857561,6.5507989,8.1618299,6.6747241,1996m9,1.0368886,0,0,0,0,0,0,1,0,0,0,0,7.1922197,.62761211,-.40927649
1996m9,6.3,6.773402398,11610.1238746539,9,1996,14.56904,5.7851505,.19588684,17.274361,6.9869781,17.033066,,,,,,,,,,.16241141,6.5750365,4.9952645,6.4621954,5.1081057,.19588684,6.6526289,4.9176722,6.5287037,5.0415974,1996m10,.26506999,0,0,0,0,0,0,0,1,0,0,0,6.0312848,.072207853,-.19286214
1996m10,6.2,6.237499818,11865.0669754074,10,1996,16.370411,6.0450387,.19588684,13.735643,6.3318653,13.704004,,,,,,,,,,.16241141,6.8349247,5.2551527,6.7220836,5.3679938,.19588684,6.9125171,5.1775603,6.7885919,5.3014855,1996m11,.024013005,0,0,0,0,0,0,0,0,1,0,0,5.9854884,.046015222,.022002216
1996m11,6.6,5.876855742,11921.1082949291,11,1996,17.318907,5.8891854,.19588684,16.620842,5.6691842,16.235386,,,,,,,,,,.16241141,6.6790714,5.0992994,6.5662303,5.2121406,.19588684,6.7566638,5.0217071,6.6327386,5.1456323,1996m12,.50525737,0,0,0,0,0,0,0,0,0,1,0,5.6523266,.89808488,.39282751
1996m12,6.6,5.39186453,12134.5076586706,12,1996,15.383007,6.6568246,.19588684,16.93885,5.5289922,16.942913,,,,,,,,,,.16241141,7.4467106,5.8669386,7.3338695,5.9797797,.19588684,7.524303,5.7893462,7.4003778,5.9132714,1997m1,.0032290339,0,0,0,0,0,0,0,0,0,0,1,6.7474222,.02173331,.018504277
1997m1,6.9,5.437321892,12420.2225761261,1,1997,14.37361,6.4714541,.19588684,14.638794,5.570827,14.301758,,,,,,,,,,.16241141,7.2613401,5.6815681,7.148499,5.7944093,.19588684,7.3389325,5.6039758,7.2150073,5.727901,1997m2,.18365155,0,0,0,0,0,0,0,0,0,0,0,6.2035227,.48508066,.30142909
1997m2,7.2,5.440257585,12445.5072890847,2,1997,12.812948,7.0319424,.19588684,13.955725,5.5152698,13.770424,,,,,,,,,,.16241141,7.8218284,6.2420564,7.7089872,6.3548975,.19588684,7.8994207,6.164464,7.7754955,6.2883892,1997m3,.028243368,1,0,0,0,0,0,0,0,0,0,0,7.1782379,.00047358836,-.02776978
1997m3,6.8,5.835819611,12508.3290716285,3,1997,13.255806,7.2489305,.19588684,12.071457,5.7798533,12.287745,,,,,,,,,,.16241141,8.0388165,6.4590445,7.9259753,6.5718856,.19588684,8.1164093,6.3814521,7.9924836,6.5053773,1997m4,.20153855,0,1,0,0,0,0,0,0,0,0,0,7.0983124,.088990279,-.11254827
1997m4,6.1,5.955492114,12731.7289353255,4,1997,13.838678,6.6403112,.19588684,13.161154,5.9894123,13.570876,,,,,,,,,,.16241141,7.4301972,5.8504252,7.3173561,5.9632664,.19588684,7.5077896,5.7728329,7.3838644,5.8967581,1997m5,.29193625,0,0,1,0,0,0,0,0,0,0,0,6.6748543,.33045745,.0385212
1997m5,5.4,6.337408436,12847.3955721059,5,1997,14.350318,5.8034821,.19588684,13.684534,6.4230018,14.021047,,,,,,,,,,.16241141,6.5933681,5.0135961,6.4805269,5.1264372,.19588684,6.6709604,4.9360037,6.5470352,5.0599289,1997m6,.16279776,0,0,0,1,0,0,0,0,0,0,0,5.6380401,.056663074,-.10613469
1997m6,5.3,6.601763706,13107.0247862607,6,1997,14.808452,5.0583735,.19588684,14.199192,6.564815,14.113741,,,,,,,,,,.16241141,5.8482594,4.2684875,5.7354183,4.3813286,.19588684,5.9258518,4.1908951,5.8019266,4.3148203,1997m7,.05838339,0,0,0,0,1,0,0,0,0,0,0,4.9970207,.091796443,.033413053
1997m7,5.6,6.696033351,13128.3344286559,7,1997,13.384045,5.1032524,.19588684,14.776143,6.8025331,14.515754,,,,,,,,,,.16241141,5.8931384,4.3133664,5.7802973,4.4262075,.19588684,5.9707308,4.235774,5.8468056,4.3596992,1997m8,.24675816,0,0,0,0,0,1,0,0,0,0,0,5.2556543,.11857393,-.12818423
1997m8,5.6,6.676731914,13062.9560152321,8,1997,11.695822,5.5476465,.19588684,12.839565,6.7537074,12.797091,,,,,,,,,,.16241141,6.3375325,4.7577605,6.2246914,4.8706017,.19588684,6.4151249,4.6801682,6.2911997,4.8040934,1997m9,.0027408865,0,0,0,0,0,0,1,0,0,0,0,5.5317602,.0046566683,.0019157818
1997m9,6,6.696640057,13362.8658076469,9,1997,15.096668,5.5451803,.19588684,11.150112,6.5605159,10.762669,,,,,,,,,,.16241141,6.3350663,4.7552943,6.2222252,4.8681355,.19588684,6.4126587,4.677702,6.2887335,4.8016272,1997m10,.20686094,0,0,0,0,0,0,0,1,0,0,0,5.1060882,.79907835,.59221739
1997m10,6.6,6.447146694,13535.8605426283,10,1997,14.081619,6.1478329,.19588684,15.630867,6.5333414,15.305644,,,,,,,,,,.16241141,6.9377189,5.3579469,6.8248777,5.470788,.19588684,7.0153112,5.2803545,6.891386,5.4042797,1997m11,.20445511,0,0,0,0,0,0,0,0,1,0,0,6.1198945,.23050129,.026046187
1997m11,6.3,5.96488622,13599.9400978392,11,1997,14.08285,6.7812166,.19588684,13.493354,6.1012435,13.770103,,,,,,,,,,.16241141,7.5711026,5.9913306,7.4582615,6.1041718,.19588684,7.648695,5.9137383,7.5247698,6.0376635,1997m12,.23156944,0,0,0,0,0,0,0,0,0,1,0,6.7150259,.1722465,-.059322938
1997m12,6,5.341996506,14073.9721176883,12,1997,15.98305,6.2354627,.19588684,14.039989,5.5283904,14.258352,,,,,,,,,,.16241141,7.0253487,5.4455767,6.9125075,5.5584178,.19588684,7.102941,5.3679843,6.9790158,5.4919095,1998m1,.055442668,0,0,0,0,0,0,0,0,0,0,1,6.1500607,.022518199,-.03292447
1998m1,6.2,5.248044708,13985.3237985457,1,1998,12.601233,5.8795161,.19588684,15.998099,5.3214221,15.799248,,,,,,,,,,.16241141,6.6694021,5.0896301,6.556561,5.2024713,.19588684,6.7469945,5.0120378,6.6230693,5.135963,1998m2,.10270991,0,0,0,0,0,0,0,0,0,0,0,6.0789695,.014648387,-.088061526
1998m2,5.2,5.121822978,14201.7708884486,2,1998,14.111628,6.1787848,.19588684,11.557656,5.2598381,12.228462,,,,,,,,,,.16241141,6.9686708,5.3888988,6.8558297,5.50174,.19588684,7.0462632,5.3113065,6.922338,5.4352317,1998m3,.95801979,1,0,0,0,0,0,0,0,0,0,0,6.1251049,.85581911,-.10220069
1998m3,5.3,5.29875791,14309.7563950209,3,1998,14.401822,4.7874637,.19588684,14.380455,5.4087076,14.164338,,,,,,,,,,.16241141,5.5773497,3.9975779,5.4645085,4.1104188,.19588684,5.654942,3.9199853,5.5310168,4.0439105,1998m4,.26269349,0,1,0,0,0,0,0,0,0,0,0,4.9069614,.15447931,-.10821418
1998m4,5.4,5.303764886,14342.4044583981,4,1998,12.650878,5.2912517,.19588684,14.044098,5.3588505,13.980203,,,,,,,,,,.16241141,6.0811377,4.5013657,5.9682965,4.6142068,.19588684,6.15873,4.4237733,6.0348048,4.5476985,1998m5,.011826201,0,0,1,0,0,0,0,0,0,0,0,5.3559852,.0019373058,-.0098888958
1998m5,5.3,5.666321647,14534.7157768757,5,1998,13.133558,5.1959429,.19588684,12.16287,5.7109332,12.153196,,,,,,,,,,.16241141,5.9858289,4.4060569,5.8729877,4.518898,.19588684,6.0634212,4.3284645,5.939496,4.4523897,1998m6,.010827884,0,0,0,1,0,0,0,0,0,0,0,5.0639625,.055713721,.044885837
1998m6,5.4,6.13997032,14572.2462308711,6,1998,11.178902,5.2981257,.19588684,13.02267,5.941545,12.903934,,,,,,,,,,.16241141,6.0880117,4.5082397,5.9751706,4.6210809,.19588684,6.1656041,4.4306474,6.0416789,4.5545726,1998m7,.010378364,0,0,0,0,1,0,0,0,0,0,0,5.5093918,.011966563,.0015881984
1998m7,5.3,6.478701642,14785.6587797723,7,1998,12.624026,5.4403191,.19588684,10.505277,6.4979553,10.499063,,,,,,,,,,.16241141,6.2302051,4.6504331,6.1173639,4.7632742,.19588684,6.3077974,4.5728407,6.1838722,4.6967659,1998m8,.019689439,0,0,0,0,0,1,0,0,0,0,0,4.9663196,.11134264,.091653198
1998m8,5.2,6.855149072,14680.4234573905,8,1998,12.382093,5.2304158,.19588684,12.845341,6.7333932,12.855683,,,,,,,,,,.16241141,6.0203018,4.4405298,5.9074607,4.553371,.19588684,6.0978942,4.3629375,5.973969,4.4868627,1998m9,.00092512218,0,0,0,0,0,0,1,0,0,0,0,5.2509222,.0025930707,.0016679486
1998m9,4.8,6.861043389,14490.7841370794,9,1998,8.4406919,5.1409292,.19588684,11.992557,6.9426441,12.217757,,,,,,,,,,.16241141,5.9308152,4.3510432,5.8179741,4.4638844,.19588684,6.0084076,4.2734509,5.8844824,4.3973761,1998m10,.11623274,0,0,0,0,0,0,0,1,0,0,0,5.3964958,.35580727,.23957454
1998m10,4.3,7.027878323,14439.4874993904,10,1998,6.6757998,4.6225781,.19588684,7.5469313,6.7052302,7.6828985,,,,,,,,,,.16241141,5.4124641,3.8326924,5.299623,3.945533,.19588684,5.4900565,3.7550998,5.3661313,3.8790252,1998m11,.10405666,0,0,0,0,0,0,0,0,1,0,0,4.630558,.1092686,.0052119419
1998m11,4.3,7.263085431,14437.8519138143,11,1998,6.1611433,4.1069312,.19588684,6.3093362,6.7610598,6.0993237,,,,,,,,,,.16241141,4.8968172,3.3170455,4.7839761,3.4298861,.19588684,4.9744096,3.2394528,4.8504844,3.3633783,1998m12,.037275556,0,0,0,0,0,0,0,0,0,1,0,4.0913782,.043523051,.0062474944
1998m12,4.7,7.309336079,14458.351519013,12,1998,2.7311366,4.2123728,.19588684,5.7681909,7.2980447,5.3253112,,,,,,,,,,.16241141,5.0022588,3.422487,4.8894176,3.5353277,.19588684,5.0798512,3.3448944,4.9559259,3.4688199,1999m1,.2377803,0,0,0,0,0,0,0,0,0,0,1,4.3518806,.12118715,-.11659315
1999m1,3.6,7.61677495,14620.1176330892,1,1999,4.539,4.6819658,.19588684,1.8251115,7.6524401,2.5063419,,,,,,,,,,.16241141,5.4718518,3.8920801,5.3590107,4.004921,.19588684,5.5494442,3.8144875,5.425519,3.9384129,1999m2,1.17065,0,0,0,0,0,0,0,0,0,0,0,4.4421802,.70926744,-.46138257
1999m2,3.8,7.684347889,14507.0377070176,2,1999,2.1494982,3.2763076,.19588684,5.0942092,7.7256808,4.8036957,,,,,,,,,,.16241141,4.0661936,2.4864218,3.9533527,2.5992625,.19588684,4.143786,2.4088292,4.0198607,2.5327547,1999m3,.27425376,1,0,0,0,0,0,0,0,0,0,0,3.278919,.27152544,-.0027283132
1999m3,4.1,8.379640701,14430.3359084296,3,1999,.84263849,3.9286847,.19588684,1.4600207,7.8996091,1.1836851,,,,,,,,,,.16241141,4.7185707,3.138799,4.6057296,3.2516396,.19588684,4.7961631,3.0612063,4.6722379,3.1851318,1999m4,.029348928,0,1,0,0,0,0,0,0,0,0,0,3.8977931,.04088765,.011538722
1999m4,4,8.947425081,14584.5014371507,4,1999,1.6879804,4.0139284,.19588684,.95113182,8.5697365,.99202532,,,,,,,,,,.16241141,4.8038144,3.2240427,4.6909733,3.3368833,.19588684,4.8814068,3.14645,4.7574816,3.2703755,1999m5,.00019400071,0,0,1,0,0,0,0,0,0,0,0,3.8711116,.016612211,.016418211
1999m5,4,10.10000572,14997.5165209274,5,1999,3.1841059,3.9907064,.19588684,1.9895531,9.6469851,1.864573,,,,,,,,,,.16241141,4.7805924,3.2008207,4.6677513,3.3136613,.19588684,4.8581848,3.1232281,4.7342596,3.2471535,1999m6,.000086370186,0,0,0,1,0,0,0,0,0,0,0,3.887552,.012644548,.012558178
1999m6,3.8,11.13330771,15308.9795477519,6,1999,5.0557294,4.1001959,.19588684,3.5596809,10.677505,3.6707373,,,,,,,,,,.16241141,4.8900819,3.3103101,4.7772408,3.4231508,.19588684,4.9676743,3.2327175,4.843749,3.356643,1999m7,.090117566,0,0,0,0,1,0,0,0,0,0,0,3.5149276,.081266262,-.0088513047
1999m7,3.4,11.50780532,15352.9853482553,7,1999,3.8370056,3.7493134,.19588684,5.7427611,11.698412,6.0700221,,,,,,,,,,.16241141,4.5391994,2.9594276,4.4263582,3.0722682,.19588684,4.6167917,2.881835,4.4928665,3.0057604,1999m8,.12201982,0,0,0,0,0,1,0,0,0,0,0,3.8090122,.16729096,.045271136
1999m8,3.2,11.85094394,15348.4753110158,8,1999,4.5506306,3.2857878,.19588684,3.7464342,11.550308,3.783392,,,,,,,,,,.16241141,4.0756736,2.4959021,3.9628329,2.6087427,.19588684,4.1532664,2.4183095,4.0293407,2.5422349,1999m9,.0073595503,0,0,0,0,0,0,1,0,0,0,0,3.1703508,.00087907567,-.0064804745
1999m9,2.9,11.77861278,15490.6757452556,9,1999,6.9001899,3.0985074,.19588684,4.9651713,11.633681,5.2092323,,,,,,,,,,.16241141,3.8883932,2.3086216,3.7755525,2.4214623,.19588684,3.9659858,2.231029,3.8420603,2.3549545,1999m10,.039405189,0,0,0,0,0,0,0,1,0,0,0,2.8843238,.00024574215,-.039159447
1999m10,2.5,11.42107023,15503.3260473106,10,1999,7.3675647,2.7566764,.19588684,7.4619522,11.451544,7.7426739,,,,,,,,,,.16241141,3.5465622,1.9667906,3.4337215,2.0796313,.19588684,3.6241548,1.8891979,3.5002294,2.0131235,1999m11,.065882795,0,0,0,0,0,0,0,0,1,0,0,2.6930568,.037270937,-.028611857
1999m11,2.6,10.41048892,15638.1875699851,11,1999,8.3138103,2.3823254,.19588684,7.5678544,10.763309,7.5803633,,,,,,,,,,.16241141,3.1722112,1.5924395,3.0593705,1.7052804,.19588684,3.2498038,1.5148469,3.1258783,1.6387725,1999m12,.047382228,0,0,0,0,0,0,0,0,0,1,0,2.4118571,.035397742,-.011984486
1999m12,2.3,9.282731374999999,15769.2452441905,12,1999,9.0666885,2.620784,.19588684,8.6348495,9.5917625,9.0341759,,,,,,,,,,.16241141,3.4106698,1.8308982,3.2978292,1.9437391,.19588684,3.4882624,1.7533056,3.364337,1.8772311,2000m1,.1029024,0,0,0,0,0,0,0,0,0,0,1,2.5501025,.062551245,-.04035116
2000m1,2.8,8.750694653,16029.3576549041,1,2000,9.6390467,2.1263554,.19588684,9.1365557,8.8031197,8.7794971,,,,,,,,,,.16241141,2.9162412,1.3364695,2.8034005,1.4493104,.19588684,2.9938338,1.2588769,2.8699083,1.3828025,2000m2,.45379704,0,0,0,0,0,0,0,0,0,0,0,2.120666,.46149465,.007697612
2000m2,3.3,8.405148155999999,15791.8278891752,2,2000,8.8563232,3.0589354,.19588684,9.7741165,8.4946632,9.6272087,,,,,,,,,,.16241141,3.8488212,2.2690496,3.7359805,2.3818903,.19588684,3.9264138,2.191457,3.8024883,2.3153825,2000m3,.058112141,1,0,0,0,0,0,0,0,0,0,0,3.2432318,.0032226315,-.054889508
2000m3,3.4,8.590966923,15681.4178651013,3,2000,8.6698046,3.4906609,.19588684,8.6298704,8.5571671,8.671401,,,,,,,,,,.16241141,4.2805467,2.7007751,4.167706,2.8136158,.19588684,4.3581395,2.6231825,4.2342138,2.747108,2000m4,.0082193995,0,1,0,0,0,0,0,0,0,0,0,3.3907158,.000086195672,-.0081332037
2000m4,3.5,8.910681637,15820.8524960766,4,2000,8.4771566,3.5639648,.19588684,8.6852493,8.673213,8.6688786,,,,,,,,,,.16241141,4.3538508,2.7740791,4.2410097,2.8869197,.19588684,4.4314432,2.6964865,4.307518,2.8204119,2000m5,.0040915012,0,0,1,0,0,0,0,0,0,0,0,3.6437547,.02066542,.016573919
2000m5,3.6,9.315754756,15926.4759818193,5,2000,6.1940885,3.6225443,.19588684,8.3770428,9.4845324,8.3515291,,,,,,,,,,.16241141,4.4124303,2.8326585,4.2995892,2.9454992,.19588684,4.4900227,2.7550659,4.3660975,2.8789914,2000m6,.00050824496,0,0,0,1,0,0,0,0,0,0,0,3.6824951,.0068054441,.0062971991
2000m6,3.7,9.850270116000001,16054.6680269811,6,2000,4.8709221,3.7200091,.19588684,5.5901418,9.6100378,5.4613843,,,,,,,,,,.16241141,4.5098948,2.9301233,4.3970542,3.042964,.19588684,4.5874877,2.8525307,4.463562,2.9764562,2000m7,.00040036361,0,0,0,0,1,0,0,0,0,0,0,3.8232555,.015191928,.014791564
2000m7,3.8,10.70439739,16202.6750484159,7,2000,5.5343614,3.7992613,.19588684,4.7083445,10.065983,4.5466394,,,,,,,,,,.16241141,4.5891471,3.0093756,4.4763064,3.1222162,.19588684,4.6667399,2.931783,4.5428143,3.0557084,2000m8,5.4563105e-07,0,0,0,0,0,1,0,0,0,0,0,3.6780508,.014871618,.014871072
2000m8,3.9,11.12736993,15988.5758946238,8,2000,4.1704507,3.8823361,.19588684,5.6169024,11.147673,5.5055299,,,,,,,,,,.16241141,4.6722221,3.0924504,4.559381,3.205291,.19588684,4.7498145,3.0148578,4.6258893,3.1387832,2000m9,.00031201195,0,0,0,0,0,0,1,0,0,0,0,3.791894,.011686916,.011374905
2000m9,4.2,11.34513001,15880.3096406418,9,2000,2.5152802,3.9591711,.19588684,3.8403907,11.255735,3.5606141,,,,,,,,,,.16241141,4.7490568,3.1692853,4.6362162,3.2821259,.19588684,4.8266497,3.0916927,4.702724,3.2156181,2000m10,.057998579,0,0,0,0,0,0,0,1,0,0,0,3.9718804,.052038535,-.0059600435
2000m10,4.5,10.58903411,15989.557061723,10,2000,3.1363013,4.3340082,.19588684,2.3649898,11.04666,2.2625611,,,,,,,,,,.16241141,5.1238942,3.5441225,5.0110531,3.6569631,.19588684,5.2014866,3.4665298,5.0775614,3.5904553,2000m11,.027553272,0,0,0,0,0,0,0,0,1,0,0,4.2715278,.052199561,.02464629
2000m11,4.7,10.02304409,16109.0722434713,11,2000,3.0111206,4.6508279,.19588684,3.4082046,9.7793713,3.3336933,,,,,,,,,,.16241141,5.4407139,3.8609421,5.3278728,3.9737828,.19588684,5.5183063,3.7833495,5.394381,3.907275,2000m12,.0024178969,0,0,0,0,0,0,0,0,0,1,0,4.6276803,.0052301385,.0028122417
2000m12,4.5,8.892112859999999,16498.2212237943,12,2000,4.6227703,4.8307796,.19588684,2.9731786,9.2582159,3.2336888,,,,,,,,,,.16241141,5.6206656,4.0408936,5.5078244,4.1537347,.19588684,5.6982579,3.9633012,5.5743327,4.0872264,2001m1,.10941511,0,0,0,0,0,0,0,0,0,0,1,4.7602386,.067724153,-.041690961
2001m1,4.7,8.964922741000001,16756.3168345742,1,2001,4.5351734,4.4265318,.19588684,5.0864887,8.6635571,4.8825059,,,,,,,,,,.16241141,5.2164178,3.636646,5.1035767,3.7494867,.19588684,5.2940102,3.5590534,5.170085,3.6829789,2001m2,.07478486,0,0,0,0,0,0,0,0,0,0,0,4.39641,.092166893,.017382033
2001m2,3.8,9.021254676,16621.0333653698,2,2001,5.2508516,4.8176193,.19588684,4.6069398,8.8852043,5.3185487,,,,,,,,,,.16241141,5.6075053,4.0277333,5.4946642,4.1405745,.19588684,5.6850977,3.950141,5.5611725,4.0740662,2001m3,1.035549,1,0,0,0,0,0,0,0,0,0,0,4.7702932,.94146895,-.094080091
2001m3,3.5,9.499794107,16596.5514438607,3,2001,5.8357835,3.482795,.19588684,5.5961823,9.5319366,5.6606941,,,,,,,,,,.16241141,4.2726808,2.6929092,4.1598401,2.8057499,.19588684,4.3502736,2.6153166,4.2263479,2.7392421,2001m4,.00029601203,0,1,0,0,0,0,0,0,0,0,0,3.3981411,.010375226,.010079214
2001m4,3.5,9.712602472,16838.0903607708,4,2001,6.4297285,3.4065926,.19588684,6.0929546,9.6221533,6.0959153,,,,,,,,,,.16241141,4.1964784,2.6167068,4.0836377,2.7295475,.19588684,4.2740712,2.5391142,4.1501455,2.6630397,2001m5,.0087249409,0,0,1,0,0,0,0,0,0,0,0,3.4382069,.0038183858,-.0049065552
2001m5,3.7,10.27055838,16819.1259733702,5,2001,5.6048179,3.3183959,.19588684,6.7009387,10.151179,6.5162292,,,,,,,,,,.16241141,4.1082816,2.5285101,3.995441,2.6413507,.19588684,4.1858745,2.4509175,4.0619488,2.5748429,2001m6,.14562173,0,0,0,1,0,0,0,0,0,0,0,3.2496505,.2028147,.057192966
2001m6,3.6,10.39107387,16929.6322104475,6,2001,5.4499054,3.7765055,.19588684,5.4392524,10.503027,5.570333,,,,,,,,,,.16241141,4.5663915,2.9866197,4.4535503,3.0994604,.19588684,4.6439838,2.9090271,4.5200586,3.0329525,2001m7,.031154182,0,0,0,0,1,0,0,0,0,0,0,3.8887992,.083404973,.052250791
