mdate,inflacion,desempleo,M2,month,yr,M2_growth,i_hat,i_stdv2,M2_growth_hat2,desempleo_hat2,i_TEST,AR4_lag1,inf_out1,forecast_error1,AR4_lag2,inf_out2,forecast_error2,DM_AR4_lag1,DM_AR4_lag2,delta_L,i_stdv3,i_Up_95ci2,i_Dw_95ci2,i_Up_90ci2,i_Dw_90ci2,i_stdv,i_Up_95ci,i_Dw_95ci,i_Up_90ci,i_Dw_90ci,date1,DM_1,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,i_hat_modelo2,DM_2,DM_dif
2019m4,2,7.0963377412054,64863.4441951193,4,2019,4.7654853,2.0180888,.19588684,5.0921459,7.2495484,5.1830263,2.1844497,2.0011292,-.0011291504,2.1773999,2.0011292,-.0011291504,.034021683,.031470716,.002550967,.16241141,2.8079746,1.2282029,2.6951339,1.3410438,.19588684,2.8855672,1.1506103,2.7616417,1.2745359,2019m5,.00032720531,0,0,1,0,0,0,0,0,0,0,0,2.1046612,.010953972,.010626767
2019m5,2.3,7.2322801999576,65079.1944071045,5,2019,4.3439021,2.0319245,.19588684,4.7474532,7.3811598,4.5908585,2.2277956,2.026891,.27310902,2.2270207,2.026891,.27310902,.0052134753,.0053259721,-.00011249678,.16241141,2.8218102,1.2420386,2.7089696,1.3548795,.19588684,2.8994029,1.164446,2.7754774,1.2883716,2019m6,.071864478,0,0,0,1,0,0,0,0,0,0,0,2.1838279,.013495962,-.058368515
2019m6,2.3,7.2538126303226,65188.5013411312,6,2019,3.3133211,2.5618293,.19588684,4.2177482,7.3047919,4.3611712,2.6621022,2.5573175,-.25731748,2.6674752,2.5573175,-.25731748,.13111801,.13503803,-.0039200187,.16241141,3.3517151,1.7719434,3.2388744,1.8847843,.19588684,3.4293077,1.6943508,3.3053823,1.8182764,2019m7,.068554595,0,0,0,0,1,0,0,0,0,0,0,2.4974399,.038982499,-.029572096
2019m7,2.2,7.5486410796646,65186.1844905496,7,2019,3.7762427,2.395654,.19588684,3.2451789,7.332087,3.3203576,2.5579708,2.3887279,-.1887279,2.5629272,2.3887279,-.1887279,.12814307,.13171619,-.0035731196,.16241141,3.1855397,1.6057681,3.0726991,1.718609,.19588684,3.2631323,1.5281755,3.1392069,1.652101,2019m8,.038280472,0,0,0,0,0,1,0,0,0,0,0,2.3268714,.016096352,-.02218412
2019m8,2.3,7.5718079861493,65912.4051668014,8,2019,4.9669571,2.2906556,.19588684,3.9982548,7.7169843,3.9826343,2.4694231,2.2839172,.016082812,2.4667785,2.2839172,.016082812,.028704172,.027815074,.00088909827,.16241141,3.0805414,1.5007697,2.9677007,1.6136106,.19588684,3.158134,1.4231771,3.0342085,1.5471027,2019m9,.000087317567,0,0,0,0,0,0,1,0,0,0,0,2.2975214,6.1436922e-06,-.000081173872
2019m9,2.1,7.3372973397862,66831.9911792418,9,2019,5.4921317,2.3805759,.19588684,5.2757688,7.5900083,5.5321798,2.5763888,2.3737843,-.27378431,2.575479,2.3737843,-.27378431,.22694632,.22608031,.00086601079,.16241141,3.1704617,1.59069,3.057621,1.7035309,.19588684,3.2480543,1.5130974,3.1241288,1.637023,2019m10,.078722835,0,0,0,0,0,0,0,1,0,0,0,2.3249297,.050593376,-.028129458
2019m10,2.5,7.1410798092785,66618.2303044748,10,2019,6.3580842,2.0825427,.19588684,5.7566118,6.9656363,5.4899588,2.2850556,2.0738454,.42615461,2.2872648,2.0738454,.42615461,.04620108,.045256253,.00094482675,.16241141,2.8724284,1.2926568,2.7595878,1.4054977,.19588684,2.950021,1.2150642,2.8260956,1.3389897,2019m11,.17427063,0,0,0,0,0,0,0,0,1,0,0,2.0838969,.17314181,-.0011288226
2019m11,2.7,6.9603082938941,68340.123091368,11,2019,6.9452829,2.7253435,.19588684,6.7397299,6.7306609,6.7736726,2.8589711,2.7185237,-.018523742,2.8641601,2.7185237,-.018523742,.025271816,.026948527,-.0016767103,.16241141,3.5152292,1.9354576,3.4023886,2.0482984,.19588684,3.5928218,1.857865,3.4688964,1.9817905,2019m12,.00064229127,0,0,0,0,0,0,0,0,0,1,0,2.7281773,.00079396076,.00015166949
2019m12,3,7.0631690877494,69581.9590483997,12,2019,7.1141629,2.8045299,.19588684,7.0958114,6.7637053,6.9041042,3.0024552,2.7980118,.20198822,3.0019116,2.7980118,.20198822,6.0281764e-06,3.6543681e-06,2.3738082e-06,.16241141,3.5944157,2.0146441,3.481575,2.1274848,.19588684,3.6720083,1.9370514,3.5480828,2.060977,2020m1,.038208559,0,0,0,0,0,0,0,0,0,0,1,2.6545241,.11935361,.081145048
2020m1,3.5,7.4430743295789,68747.4717926436,1,2020,6.8153634,3.1672845,.19588684,7.1362419,7.4579797,6.8522692,3.4207642,3.156338,.34366202,3.4274385,3.156338,.34366202,.0062783109,.0052651716,.0010131393,.16241141,3.9571702,2.3773987,3.8443296,2.4902394,.19588684,4.0347629,2.2998061,3.9108374,2.4237316,2020m2,.11069961,0,0,0,0,0,0,0,0,0,0,0,3.2748108,.050710179,-.05998943
2020m2,3.9,7.8105192968302,68707.9055578988,2,2020,7.6329446,3.7809107,.19588684,6.8102155,7.7473922,6.6422172,3.9993484,3.7693553,.13064471,3.975538,3.7693553,.13064471,.0098701054,.0057059918,.0041641137,.16241141,4.5707965,2.991025,4.4579558,3.1038656,.19588684,4.6483893,2.9134324,4.5244637,3.0373578,2020m3,.014182254,1,0,0,0,0,0,0,0,0,0,0,3.5667813,.11103471,.096852459
2020m3,3.7,8.2285090973616,68892.53688054081,3,2020,7.5850472,4.1451612,.19588684,7.8199782,8.18571,8.1248016,4.4290857,4.1559191,-.45591909,4.4282217,4.1559191,-.45591909,.53156602,.53030688,.0012591481,.16241141,4.9350471,3.3552754,4.822206,3.468116,.19588684,5.0126395,3.2776828,4.8887143,3.4016082,2020m4,.19816846,0,1,0,0,0,0,0,0,0,0,0,4.2629128,.31687078,.11870232
2020m4,3.4,9.001855584491199,69969.85931792841,4,2020,7.8725624,3.7440536,.19588684,7.6041946,8.322588,7.7598767,4.1214361,3.7225673,-.32256731,4.1149735,3.7225673,-.32256731,.52047008,.5111872,.009282887,.16241141,4.5339394,2.9541678,4.4210987,3.0670085,.19588684,4.6115322,2.8765752,4.4876065,3.0005007,2020m5,.11837288,0,0,1,0,0,0,0,0,0,0,0,3.6091926,.043761548,-.074611336
2020m5,2.8,11.206932833479,69897.35429163701,5,2020,7.4035335,3.3526657,.19588684,8.0255156,9.6428013,8.2210693,3.7494004,3.3443584,-.54435843,3.7537792,3.3443584,-.54435843,.90136105,.90969473,-.008333683,.16241141,4.1425514,2.5627799,4.0297108,2.6756206,.19588684,4.2201443,2.4851873,4.0962186,2.6091127,2020m6,.30543932,0,0,0,1,0,0,0,0,0,0,0,3.2167485,.17367929,-.13176003
2020m6,2.6,12.217859680127,70153.9538669961,6,2020,7.6170683,2.6240239,.19588684,7.2215004,12.47658,7.2176261,2.9335079,2.6148987,-.014898682,2.9547791,2.6148987,-.014898682,.11122753,.12586825,-.014640711,.16241141,3.4139097,1.834138,3.301069,1.9469789,.19588684,3.4915023,1.7565454,3.3675768,1.880471,2020m7,.00057714846,0,0,0,0,1,0,0,0,0,0,0,2.4522486,.021830484,.021253336
2020m7,2.5,13.091216396143,70042.5227850814,7,2020,7.4499502,2.5242405,.19588684,7.7665277,12.944057,7.755383,2.7863355,2.5163038,-.016303778,2.7864189,2.5163038,-.016303778,.081987999,.082035795,-.000047795475,.16241141,3.3141263,1.7343546,3.2012856,1.8471955,.19588684,3.3917189,1.656762,3.2677934,1.7806876,2020m8,.00058760156,0,0,0,0,0,1,0,0,0,0,0,2.4691129,.0009540146,.00036641303
2020m8,2.4,12.907461467072,70892.2367700676,8,2020,7.5552268,2.411449,.19588684,7.3698597,13.015834,7.4728193,2.6656082,2.4031317,-.0031317235,2.6661785,2.4031317,-.0031317235,.0705477,.070850976,-.00030327588,.16241141,3.2013347,1.6215631,3.0884941,1.734404,.19588684,3.2789273,1.5439705,3.1550019,1.667896,2020m9,.00013107859,0,0,0,0,0,0,1,0,0,0,0,2.2113178,.035600983,.035469905
2020m9,3.1,12.34829068332,70787.1347991042,9,2020,5.9180393,2.370378,.19588684,7.5868034,12.513309,7.1431842,2.6131272,2.3624294,.73757064,2.6128566,2.3624294,.73757064,.23704509,.23730867,-.00026357174,.16241141,3.1602638,1.5804921,3.0474231,1.693333,.19588684,3.2378564,1.5028995,3.1139309,1.6268251,2020m10,.53234822,0,0,0,0,0,0,0,1,0,0,0,2.4762034,.38912216,-.14322606
2020m10,3,11.577038760121,70999.02114615119,10,2020,6.575964,3.3649549,.19588684,5.5835881,11.445534,5.8248525,3.5477748,3.3572412,-.35724115,3.5515537,3.3572412,-.35724115,.30005723,.30421153,-.0041542947,.16241141,4.1548409,2.5750692,4.0419998,2.6879098,.19588684,4.2324333,2.4974766,4.1085081,2.621402,2020m11,.13319211,0,0,0,0,0,0,0,0,1,0,0,3.2398763,.057540625,-.075651482
2020m11,2.7,10.758022977255,70589.5235769337,11,2020,3.2914786,3.0336506,.19588684,6.8354402,10.742584,7.120749,3.2772045,3.0229914,-.32299143,3.2794251,3.0229914,-.32299143,.33316505,.3357335,-.0025684536,.16241141,3.8235364,2.2437649,3.7106957,2.3566055,.19588684,3.901129,2.1661723,3.7772036,2.2900977,2020m12,.11132275,0,0,0,0,0,0,0,0,0,1,0,3.3079939,.36965656,.2583338
2020m12,3,10.286318749044,71009.09172989181,12,2020,2.0510097,2.767767,.19588684,2.4456637,10.092962,2.1135733,3.0213518,2.7609661,.23903394,3.005233,2.7609661,.23903394,.00045589998,.000027384805,.00042851517,.16241141,3.5576527,1.9778811,3.4448121,2.0907218,.19588684,3.6352453,1.9002885,3.5113199,2.024214,2021m1,.05393219,0,0,0,0,0,0,0,0,0,0,1,2.8236966,.031082883,-.022849306
2021m1,3.1,10.227160890761,71276.99933712539,1,2021,3.6794481,3.0565934,.19588684,1.9079883,10.327048,1.8567132,3.3725846,3.0454652,.054534771,3.3609724,3.0454652,.054534771,.074302353,.068106599,.0061957538,.16241141,3.8464792,2.2667077,3.7336385,2.3795483,.19588684,3.9240718,2.189115,3.8001463,2.3130405,2021m2,.0018841313,0,0,0,0,0,0,0,0,0,0,0,2.877959,.049302202,.047418069
2021m2,2.8,10.304521336183,70273.35556907731,2,2021,2.2784133,3.1603973,.19588684,4.0147147,10.297829,4.2382131,3.4232414,3.1477907,-.34779066,3.4197216,3.1477907,-.34779066,.38842982,.38405487,.0043749511,.16241141,3.9502831,2.3705115,3.8374424,2.4833522,.19588684,4.0278759,2.2929189,3.9039502,2.4168444,2021m3,.12988621,1,0,0,0,0,0,0,0,0,0,0,3.3047414,.25476387,.12487766
2021m3,2.9,10.353809664207,70528.8343564574,3,2021,2.3751447,2.8121119,.19588684,1.9869945,10.546593,1.9125885,3.1109853,2.8232915,.076708458,3.0967798,2.8232915,.076708458,.044514786,.038722299,.0057924874,.16241141,3.6019976,2.0222261,3.489157,2.1350667,.19588684,3.6795902,1.9446334,3.5556648,2.0685589,2021m4,.0077243261,0,1,0,0,0,0,0,0,0,0,0,2.7564857,.020596353,.012872027
2021m4,3.3,10.244367108474,70741.0155651114,4,2021,1.1021264,2.9737544,.19588684,2.7649999,10.272757,2.6027865,3.2680886,2.9552429,.34475714,3.2677767,2.9552429,.34475714,.0010183388,.0010383392,-.000020000385,.16241141,3.7636402,2.1838686,3.6507995,2.2967093,.19588684,3.8412328,2.106276,3.7173073,2.2302015,2021m5,.10643619,0,0,1,0,0,0,0,0,0,0,0,2.973439,.1066421,.00020591915
2021m5,3.6,10.037301451191,71932.5865792011,5,2021,2.9117444,3.3913474,.19588684,.94883382,10.380655,.83441198,3.7219617,3.3846405,.21535954,3.7102945,3.3846405,.21535954,.014874665,.012164873,.002709792,.16241141,4.1812334,2.6014616,4.0683923,2.7143023,.19588684,4.2588258,2.523869,4.1349006,2.6477945,2021m6,.043535903,0,0,0,1,0,0,0,0,0,0,0,3.3438692,.065602981,.022067077
2021m6,3.8,9.4964882170436,72779.6602348819,6,2021,3.7427773,3.8036487,.19588684,3.4867072,9.9195833,3.5639532,4.0826726,3.7955942,.0044057844,4.0884328,3.7955942,.0044057844,.079903796,.083193474,-.0032896772,.16241141,4.5935345,3.013763,4.4806938,3.1266036,.19588684,4.6711273,2.9361703,4.5472016,3.0600958,2021m7,.000013313086,0,0,0,0,1,0,0,0,0,0,0,3.9035311,.010718684,.01070537
2021m7,4.5,8.9332892027599,74024.2575154598,7,2021,5.6847391,3.9941664,.19588684,4.0651445,9.1226778,3.7165275,4.3208866,3.9849529,.51504707,4.3218069,3.9849529,.51504707,.032081604,.031752776,.00032882765,.16241141,4.7840524,3.2042806,4.6712112,3.3171213,.19588684,4.8616447,3.126688,4.7377195,3.2506135,2021m8,.25586766,0,0,0,0,0,1,0,0,0,0,0,3.7720432,.52992105,.27405339
2021m8,4.8,8.547566041163501,74752.6532570545,8,2021,5.4454713,4.8152738,.19588684,6.3552308,8.5760441,6.3876948,5.1732378,4.8058629,-.0058629038,5.1677237,4.8058629,-.0058629038,.13930646,.13522069,.0040857643,.16241141,5.6051598,4.0253878,5.4923186,4.1382289,.19588684,5.6827521,3.9477954,5.5588269,4.0717206,2021m9,.00023328779,0,0,0,0,0,0,1,0,0,0,0,4.945117,.021058943,.020825656
2021m9,5.3,8.4056111552988,74175.52491362731,9,2021,4.7867317,4.9464068,.19588684,5.4952922,8.2917995,5.1803894,5.41362,4.9341531,.36584693,5.4112539,4.9341531,.36584693,.012909504,.012377437,.00053206645,.16241141,5.7362928,4.1565208,5.6234517,4.269362,.19588684,5.8138852,4.0789285,5.68996,4.2028537,2021m10,.12502812,0,0,0,0,0,0,0,1,0,0,0,5.0188923,.079021543,-.046006575
2021m10,6,8.076600506985899,74695.6608430106,10,2021,5.2066064,5.5887175,.19588684,4.8884678,8.2420778,4.5083647,6.0476213,5.5758653,.42413473,6.0661383,5.5758653,.42413473,.0022677835,.0043742703,-.0021064868,.16241141,6.3786035,4.7988315,6.2657623,4.9116726,.19588684,6.4561958,4.7212391,6.3322706,4.8451643,2021m11,.16915333,0,0,0,0,0,0,0,0,1,0,0,5.6811662,.10165501,-.067498326
2021m11,6.7,7.527649055274,74371.3107191498,11,2021,5.3574338,6.2928433,.19588684,5.4250832,7.7321343,5.0730867,6.822175,6.2786903,.42130965,6.7942028,6.2786903,.42130965,.014926737,.0088741686,.0060525686,.16241141,7.0827293,5.5029573,6.9698882,5.6157985,.19588684,7.1603217,5.425365,7.0363965,5.5492902,2021m12,.16577655,0,0,0,0,0,0,0,0,0,1,0,6.2671013,.18740129,.021624744
2021m12,7.2,7.1898934478904,74206.6889367379,12,2021,4.5030813,7.0017838,.19588684,5.3753643,7.0540009,5.0939059,7.6192374,6.9883814,.21161862,7.6178598,6.9883814,.21161862,.17576002,.17460684,.0011531711,.16241141,7.7916698,6.2118979,7.6788287,6.324739,.19588684,7.8692622,6.1343055,7.745337,6.2582307,2022m1,.039289642,0,0,0,0,0,0,0,0,0,0,1,7.1813216,.00034888185,-.038940761
2022m1,7.7,7.271464819756,72228.91033973311,1,2022,1.3355094,7.388032,.19588684,4.3319206,7.293303,3.9858713,8.1531324,7.3680739,.33192605,8.1527872,7.3680739,.33192605,.205329,.20501626,.00031274557,.16241141,8.1779175,6.598146,8.0650768,6.7109871,.19588684,8.2555103,6.5205536,8.1315851,6.6444788,2022m2,.097324058,0,0,0,0,0,0,0,0,0,0,0,7.6019568,.0096124606,-.087711595
2022m2,7.8,7.4985219215408,70571.1592896135,2,2022,.42377898,7.9540157,.19588684,.7777046,7.428154,.67442697,8.7172747,7.9332294,-.13322945,8.6952562,7.9332294,-.13322945,.84139282,.80148375,.039909065,.16241141,8.7439013,7.1641297,8.6310606,7.2769709,.19588684,8.8214941,7.0865374,8.6975689,7.2104626,2022m3,.023720846,1,0,0,0,0,0,0,0,0,0,0,7.9895439,.035926897,.012206051
2022m3,9.4,7.7978651688704,69140.003596536,3,2022,-1.9691674,7.8581004,.19588684,.37911534,7.8750176,-.84194678,8.7081738,7.859087,1.540913,8.7118349,7.859087,1.540913,.47862357,.47357118,.0050523877,.16241141,8.6479864,7.0682144,8.5351458,7.1810555,.19588684,8.7255793,6.990622,8.6016531,7.1145473,2022m4,2.3774543,0,1,0,0,0,0,0,0,0,0,0,8.137023,1.595111,-.78234327
2022m4,10.5,7.7474931765825,69128.7733853859,4,2022,-2.2790771,9.9027519,.19588684,-2.3881629,7.9003558,-3.0298135,10.745477,9.8746471,.62535286,10.762806,9.8746471,.62535286,.060258821,.069066964,-.0088081434,.16241141,10.692637,9.1128664,10.579797,9.2257071,.19588684,10.77023,9.0352736,10.646305,9.1591988,2022m5,.35670528,0,0,1,0,0,0,0,0,0,0,0,10.029801,.22108676,-.13561852
2022m5,11.5,7.8039797578749,68876.3724206545,5,2022,-4.2487202,10.760137,.19588684,-2.0182137,7.984405,-2.6677659,11.940658,10.73857,.76142979,11.818609,10.73857,.76142979,.19417913,.10151184,.092667289,.16241141,11.550022,9.9702511,11.437181,10.083092,.19588684,11.627615,9.8926582,11.50369,10.016583,2022m6,.54739785,0,0,0,1,0,0,0,0,0,0,0,10.908975,.34931096,-.19808689
2022m6,12.5,7.8114737505625,68625.36358856939,6,2022,-5.7080464,12.016444,.19588684,-4.5508685,7.8109574,-5.221344,13.023344,11.993846,.50615406,13.249765,11.993846,.50615406,.27388898,.56214815,-.28825918,.16241141,12.80633,11.226559,12.693489,11.339399,.19588684,12.883923,11.148966,12.759997,11.272891,2022m7,.23382621,0,0,0,0,1,0,0,0,0,0,0,12.144274,.12654115,-.10728505
2022m7,13.1,7.9188115449306,68047.77783986249,7,2022,-8.0736771,12.874743,.19588684,-5.5356069,7.8200955,-5.9532285,14.137939,12.84856,.25143966,14.026707,12.84856,.25143966,1.0773183,.85878527,.21853304,.16241141,13.664628,12.084857,13.551787,12.197698,.19588684,13.742221,12.007264,13.618296,12.131189,2022m8,.050740939,0,0,0,0,0,1,0,0,0,0,0,12.895664,.041753113,-.0089878254
2022m8,14.1,7.9293997650867,67355.43007993929,8,2022,-9.8955994,13.282476,.19588684,-8.2463102,7.9997458,-9.1275663,14.701251,13.253125,.84687483,14.678852,13.253125,.84687483,.3615028,.33506975,.026433051,.16241141,14.072362,12.492591,13.959521,12.605432,.19588684,14.149955,12.414998,14.02603,12.538923,2022m9,.6683448,0,0,0,0,0,0,1,0,0,0,0,13.602283,.24772269,-.42062211
2022m9,13.7,8.0400244066344,67604.58994138399,9,2022,-8.8586292,14.358373,.19588684,-9.8274946,7.8902588,-9.6323204,15.931612,14.328184,-.62818414,15.876146,14.328184,-.62818414,4.980092,4.7356129,.24447918,.16241141,15.148258,13.568487,15.035418,13.681328,.19588684,15.225851,13.490894,15.101926,13.61482,2022m10,.4334546,0,0,0,0,0,0,0,1,0,0,0,14.341022,.41090861,-.022545993
2022m10,12.8,7.9683805988207,67626.6492472993,10,2022,-9.4637518,13.428869,.19588684,-8.1271172,7.8996811,-7.7972198,14.974317,13.392909,-.59290904,15.101865,13.392909,-.59290904,4.7276525,5.2985816,-.57092905,.16241141,14.218755,12.638984,14.105914,12.751824,.19588684,14.296348,12.561391,14.172422,12.685316,2022m11,.39547652,0,0,0,0,0,0,0,0,1,0,0,13.366437,.32085082,-.074625701
2022m11,13.3,7.9488231355874,66821.91895120501,11,2022,-10.150947,12.40916,.19588684,-9.0982885,7.6986918,-9.8669949,13.9602,12.375366,.9246338,13.873407,12.375366,.9246338,.43586445,.328796,.10706845,.16241141,13.199045,11.619274,13.086205,11.732115,.19588684,13.276638,11.541681,13.152713,11.665606,2022m12,.79359651,0,0,0,0,0,0,0,0,0,1,0,12.532021,.58979243,-.20380408
2022m12,12.8,7.8627488308129,67448.77771166711,12,2022,-9.1068764,13.105651,.19588684,-9.6647644,7.735177,-9.4844227,14.925855,13.076619,-.27661914,14.604855,13.076619,-.27661914,4.519258,3.2575002,1.2617579,.16241141,13.895536,12.315765,13.782696,12.428606,.19588684,13.973129,12.238173,13.849204,12.362098,2023m1,.093422472,0,0,0,0,0,0,0,0,0,0,1,12.941896,.0201346,-.073287874
2023m1,12.3,8.0372443026616,67331.35607588,1,2023,-6.780601,12.168783,.19588684,-8.3755608,8.1364508,-8.4112978,14.046555,12.130778,.16922168,14.108714,12.130778,.16922168,3.0504529,3.2714467,-.22099376,.16241141,12.958669,11.378898,12.845828,11.491738,.19588684,13.036262,11.301305,12.912336,11.42523,2023m2,.017217852,0,0,0,0,0,0,0,0,0,0,0,12.017824,.0796232,.062405348
2023m2,11.9,8.367640617905799,67117.01554287309,2,2023,-4.8945541,11.983432,.19588684,-5.7279429,8.1156054,-5.6769624,13.654032,11.949173,-.049172975,13.702407,11.949173,-.049172975,3.0766275,3.2486706,-.17204309,.16241141,12.773317,11.193546,12.660477,11.306387,.19588684,12.85091,11.115953,12.726985,11.239879,2023m3,.0069608679,1,0,0,0,0,0,0,0,0,0,0,11.738569,.026059885,.019099016
2023m3,11.1,8.808478760936,67679.2563873903,3,2023,-2.1127381,11.436481,.19588684,-3.943624,8.7212229,-3.5771766,13.037037,11.425944,-.32594433,13.058064,11.425944,-.32594433,3.7521119,3.8340127,-.081900835,.16241141,12.226366,10.646595,12.113525,10.759436,.19588684,12.303959,10.569002,12.180034,10.692927,2023m4,.11321914,0,1,0,0,0,0,0,0,0,0,0,10.888364,.044789866,-.068429276
2023m4,9.9,,68022.4355029518,4,2023,-1.6004014,10.496757,.19588684,-.85502809,8.960947,,12.073242,10.455656,-.55565608,12.068475,10.455656,-.55565608,4.7229815,4.7022829,.020698547,.16241141,11.286642,9.706871,11.173801,9.8197117,.19588684,11.364235,9.6292782,11.24031,9.7532034,2023m5,.35611838,0,0,1,0,0,0,0,0,0,0,0,,,
2023m5,,,,5,,,9.1696358,.19588684,-.99433112,9.282917,,10.670174,9.1428146,,10.659823,9.1428146,,,,,.24782684,10.145367,8.1939049,10.005977,8.3332949,.19588684,10.037114,8.3021574,9.9131889,8.4260826,2023m6,,0,0,0,1,0,0,0,0,0,0,0,,,
2023m6,,,,6,,,8.6121626,.54046679,-.408683,9.4060106,,,,,,,,,,,.25205046,9.5961733,7.6281519,9.4556007,7.7687249,.54046679,10.053085,7.1712403,9.8472385,7.3770862,2023m7,,0,0,0,0,1,0,0,0,0,0,0,,,
2023m7,,,,7,,,8.0625496,.94912642,.13168089,9.4420853,,,,,,,,,,,.2642484,9.0700893,7.0550098,8.9261551,7.1989441,.94912642,9.972043,6.1530566,9.6992579,6.4258413,2023m8,,0,0,0,0,0,1,0,0,0,0,0,,,
2023m8,,,,8,,,7.6098557,1.4739696,.56516021,9.3917952,,,,,,,,,,,.2689974,8.6264086,6.5933022,8.4811869,6.7385244,1.4739696,9.9894361,5.2302756,9.6494961,5.5702157,2023m9,,0,0,0,0,0,0,1,0,0,0,0,,,
2023m9,,,,9,,,7.216423,2.0536468,.95186585,9.230998,,,,,,,,,,,.27762061,8.2491417,6.1837044,8.1016102,6.3312359,2.0536468,10.025211,4.4076352,9.6239557,4.8088903,2023m10,,0,0,0,0,0,0,0,1,0,0,0,,,
2023m10,,,,10,,,6.8738027,2.6384883,1.3542739,8.9249439,,,,,,,,,,,.27893063,7.9089546,5.8386507,7.761076,5.9865294,2.6384883,10.057514,3.6900916,9.6026983,4.1449075,2023m11,,0,0,0,0,0,0,0,0,1,0,0,,,
2023m11,,,,11,,,6.5968657,3.2161267,1.7466367,8.4583406,,,,,,,,,,,.28148645,7.6367493,5.556982,7.4881945,5.7055368,3.2161267,10.111844,3.0818875,9.609704,3.5840271,2023m12,,0,0,0,0,0,0,0,0,0,1,0,,,
2023m12,,,,12,,,6.3498669,3.7673965,2.0276842,8.0210228,,,,,,,,,,,.28425583,7.3948536,5.3048801,7.2455697,5.454164,3.7673965,10.154184,2.5455496,9.6107101,3.0890234,2024m1,,0,0,0,0,0,0,0,0,0,0,1,,,
2024m1,,,,1,,,6.0691271,4.2779245,2.2297041,8.0650682,,,,,,,,,,,.28472963,7.1149845,5.0232697,6.9655762,5.172678,4.2779245,10.123023,2.0152309,9.5438957,2.5943589,2024m2,,0,0,0,0,0,0,0,0,0,0,0,,,
2024m2,,,,2,,,5.8869643,4.7426181,2.5015059,8.131443,,,,,,,,,,,.28480771,6.9329648,4.8409638,6.7835364,4.9903922,4.7426181,10.155365,1.618564,9.5455933,2.2283354,2024m3,,1,0,0,0,0,0,0,0,0,0,0,,,
2024m3,,,,3,,,5.7348285,5.1591105,2.739285,8.4300709,,,,,,,,,,,.28486103,6.7809272,4.6887298,6.6314845,4.8381724,5.1591105,10.186708,1.282948,9.5507259,1.918931,2024m4,,0,1,0,0,0,0,0,0,0,0,0,,,
2024m4,,,,4,,,5.5706644,5.5273209,3.0425742,8.4901638,,,,,,,,,,,.28531623,6.6175985,4.5237303,6.4680367,4.6732922,5.5273209,10.178675,.96265447,9.5203876,1.6209416,2024m5,,0,0,1,0,0,0,0,0,0,0,0,,,
